recnr,firstname,sex,origin,source
3653,Aya,female,arabic,https://www.names.org/lists/by-origin/arabic/
3654,Tade,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3655,Kenyada,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3656,Hasan,male,arabic,https://www.names.org/lists/by-origin/arabic/
3657,Martha,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3658,Oluwatimilehin,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3659,Tenneh,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3660,Mamba,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3661,Marno,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3662,Riyan,male,arabic,https://www.names.org/lists/by-origin/arabic/
3663,Herani,female,african,https://www.names.org/lists/by-origin/african/
3664,Berhan,male,amharic,https://www.names.org/lists/by-origin/amharic/
3665,Okwudili,male,igbo,https://www.names.org/lists/by-origin/igbo/
3666,Iyanla,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3667,Mosa,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3668,Tembo,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3669,Dana,male,arabic,https://www.names.org/lists/by-origin/arabic/
3670,Danielle,female,english,https://www.names.org/lists/by-origin/english/
3671,Esrom,male,amharic,https://www.names.org/lists/by-origin/amharic/
3672,Lillian,female,english,https://www.names.org/lists/by-origin/english/
3673,Nyasi,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3674,Hermela,female,african,https://www.names.org/lists/by-origin/african/
3675,Evian,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3676,Imanii,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3677,Vanest,female,arabic,https://www.names.org/lists/by-origin/arabic/
3678,Chileshe,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3679,Yanique,female,english,https://www.names.org/lists/by-origin/english/
3680,Nylah,female,arabic,https://www.names.org/lists/by-origin/arabic/
3681,Omolara,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3682,Furaha,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3683,Chidubem,male,igbo,https://www.names.org/lists/by-origin/igbo/
3684,Foye,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3685,Raey,male,amharic,https://www.names.org/lists/by-origin/amharic/
3686,Qamar ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3687,Yvan,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3688,Qudra ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3689,Etana,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3690,Rashidat,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3691,Kivuli,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3692,Rajay,male,english,https://www.names.org/lists/by-origin/english/
3693,Wanjiru,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3694,Abem,male,amharic,https://www.names.org/lists/by-origin/amharic/
3695,Diaan,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3696,Wilka,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3697,Godwill,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3698,Okolo,male,igbo,https://www.names.org/lists/by-origin/igbo/
3699,Junior,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3700,Chimezie,male,igbo,https://www.names.org/lists/by-origin/igbo/
3701,Amahle,female,african,https://www.names.org/lists/by-origin/african/
3702,Joshua,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3703,Amelia,female,english,https://www.names.org/lists/by-origin/english/
3704,Eskinder,male,amharic,https://www.names.org/lists/by-origin/amharic/
3705,Excel,female,igbo,https://www.names.org/lists/by-origin/igbo/
3706,Matlakala,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3707,Triza,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3708,Luze,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3709,Tunisia,female,arabic,https://www.names.org/lists/by-origin/arabic/
3710,Samwel,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3711,Baraka,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3712,Darvan,male,arabic,https://www.names.org/lists/by-origin/arabic/
3713,Resty,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3714,Ugwu,male,igbo,https://www.names.org/lists/by-origin/igbo/
3715,Temitope,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3716,Chigozie,male,igbo,https://www.names.org/lists/by-origin/igbo/
3717,Carlien,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3718,Askia,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3719,Tony,male,english,https://www.names.org/lists/by-origin/english/
3720,Cody,male,english,https://www.names.org/lists/by-origin/english/
3721,Colin,male,english,https://www.names.org/lists/by-origin/english/
3722,Sackie,male,african,https://www.names.org/lists/by-origin/african/
3723,Chinwe,female,igbo,https://www.names.org/lists/by-origin/igbo/
3724,Fiker,female,amharic,https://www.names.org/lists/by-origin/amharic/
3725,Lize,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3726,Zayd,male,arabic,https://www.names.org/lists/by-origin/arabic/
3727,Natnael,male,african,https://www.names.org/lists/by-origin/african/
3728,Tyler,male,english,https://www.names.org/lists/by-origin/english/
3729,Imela,female,igbo,https://www.names.org/lists/by-origin/igbo/
3730,Sunette,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3731,Aiden,male,english,https://www.names.org/lists/by-origin/english/
3732,Noor,male,arabic,https://www.names.org/lists/by-origin/arabic/
3733,Sahai,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3734,Mwanaisha,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3735,Kebbeh,male,african,https://www.names.org/lists/by-origin/african/
3736,Chiagoziem,male,igbo,https://www.names.org/lists/by-origin/igbo/
3737,Safara ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3738,Akur,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3739,Tertius,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3740,Carel,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3741,Perminus,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3742,Alexis,male,english,https://www.names.org/lists/by-origin/english/
3743,Letso,male,african,https://www.names.org/lists/by-origin/african/
3744,Lindiwe,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3745,Rashon,male,african-american,https://www.names.org/lists/by-origin/african/
3746,Yonda,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3747,Tandeka,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3748,Nasteho,female,african,https://www.names.org/lists/by-origin/african/
3749,Danie,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3750,Raun,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3751,Raymond,male,english,https://www.names.org/lists/by-origin/english/
3752,Lamita,female,arabic,https://www.names.org/lists/by-origin/arabic/
3753,Jerry,male,english,https://www.names.org/lists/by-origin/english/
3754,Savaeh,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3755,Marilyn,female,english,https://www.names.org/lists/by-origin/english/
3756,Afrahim,male,arabic,https://www.names.org/lists/by-origin/arabic/
3757,Wynand,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3758,Junias,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3759,Thakane,female,african,https://www.names.org/lists/by-origin/african/
3760,Mbah,male,igbo,https://www.names.org/lists/by-origin/igbo/
3761,Ifeyinwa,female,igbo,https://www.names.org/lists/by-origin/igbo/
3762,Mila,female,english,https://www.names.org/lists/by-origin/english/
3763,Mariaan,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3764,Shanita,female,african,https://www.names.org/lists/by-origin/african/
3765,Neilla,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3766,Busani,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3767,Toluwanimi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3768,Sarel,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3769,Alaa,female,amharic,https://www.names.org/lists/by-origin/amharic/
3770,Lavela,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3771,Efrata,female,amharic,https://www.names.org/lists/by-origin/amharic/
3772,Hamza,male,arabic,https://www.names.org/lists/by-origin/arabic/
3773,Aderonke,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3774,Willie,male,english,https://www.names.org/lists/by-origin/english/
3775,Anna,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3776,Makeba,female,african,https://www.names.org/lists/by-origin/african/
3777,Wintana,female,amharic,https://www.names.org/lists/by-origin/amharic/
3778,Tamala,female,african,https://www.names.org/lists/by-origin/african/
3779,Taraji,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3780,Boima,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3781,George,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3782,Lubona,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3783,Kamsiyonna,female,igbo,https://www.names.org/lists/by-origin/igbo/
3784,Kim,female,english,https://www.names.org/lists/by-origin/english/
3785,Azeb,male,amharic,https://www.names.org/lists/by-origin/amharic/
3786,Ashley,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3787,Dalia,female,arabic,https://www.names.org/lists/by-origin/arabic/
3788,Samaki,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3789,Chanda,female,african,https://www.names.org/lists/by-origin/african/
3790,Tanzania,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3791,Lawrence,male,english,https://www.names.org/lists/by-origin/english/
3792,Phelisa,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3793,Tugi,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3794,Hayley,female,english,https://www.names.org/lists/by-origin/english/
3795,Amarachi,female,igbo,https://www.names.org/lists/by-origin/igbo/
3796,Joretha,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3797,Temitayo,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3798,Sasha,female,english,https://www.names.org/lists/by-origin/english/
3799,Rayyan,male,arabic,https://www.names.org/lists/by-origin/arabic/
3800,Egypt,female,african,https://www.names.org/lists/by-origin/african/
3801,Otien,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3802,Baraka ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3803,Yuran,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3804,Doreen,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3805,Kito ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3806,Mwale,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3807,Zinachidi,female,igbo,https://www.names.org/lists/by-origin/igbo/
3808,Nicholas,male,english,https://www.names.org/lists/by-origin/english/
3809,Tanesha,female,african,https://www.names.org/lists/by-origin/african/
3810,Cebo,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3811,Zendre,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3812,Zhari,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3813,Ozioma,female,igbo,https://www.names.org/lists/by-origin/igbo/
3814,Ajani,male,african-american,https://www.names.org/lists/by-origin/african/
3815,Hardus,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3816,Lwanga,female,xhosa,https://www.names.org/lists/by-origin/xhosa/
3817,Layla,female,arabic,https://www.names.org/lists/by-origin/arabic/
3818,Enama,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3819,Hanad,male,arabic,https://www.names.org/lists/by-origin/arabic/
3820,Eduige,female,swahili ,https://www.names.org/lists/by-origin/swahili/
3821,Helena,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3822,Sienna,female,english,https://www.names.org/lists/by-origin/english/
3823,Asrat,male,amharic,https://www.names.org/lists/by-origin/amharic/
3824,Zende,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3825,Ashabi,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3826,Oladimeji,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3827,Oluseyi,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3828,Nestory,male,swahili ,https://www.names.org/lists/by-origin/swahili/
3829,Ahmir,male,arabic,https://www.names.org/lists/by-origin/arabic/
3830,Ijumaa,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3831,Yulee,male,arabic,https://www.names.org/lists/by-origin/arabic/
3832,Jide,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
3833,Naisha,female,arabic,https://www.names.org/lists/by-origin/arabic/
3834,Taiwo,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3835,Addis,male,amharic,https://www.names.org/lists/by-origin/amharic/
3836,Micah,male,english,https://www.names.org/lists/by-origin/english/
3837,Amir,male,arabic,https://www.names.org/lists/by-origin/arabic/
3838,Maha ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3839,Ananiya,male,amharic,https://www.names.org/lists/by-origin/amharic/
3840,Uhuru ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3841,Sakaria,male,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3842,Asali ,female,swahili ,https://teamgroupnames.com/swahili-girl-names/
3843,Xolani,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3844,Amone,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3845,Adeya,female,african,https://www.names.org/lists/by-origin/african/
3846,Imisioluwa,female,yoruba,https://www.names.org/lists/by-origin/yoruba/
3847,Melandie,female,african dutch (afrikaans) ,https://www.names.org/lists/by-origin/african-dutch-afrikaans-/
3848,Lundi,male,xhosa,https://www.names.org/lists/by-origin/xhosa/
3849,Ayhan,male,arabic,https://www.names.org/lists/by-origin/arabic/
3850,Nana,female,african,https://www.names.org/lists/by-origin/african/
3851,Feven,female,african,https://www.names.org/lists/by-origin/african/
3852,Hiyab,female,amharic,https://www.names.org/lists/by-origin/amharic/
3853,Elewa,male,swahili ,https://teamgroupnames.com/swahili-boy-names/
3854,Amayah,female,arabic,https://www.names.org/lists/by-origin/arabic/
3855,Marsai,female,african,https://www.names.org/lists/by-origin/african/
3856,Tomisin,male,yoruba,https://www.names.org/lists/by-origin/yoruba/
